,review_body,headline,rating_value
2957,"Es ist zwar zuweilen etwas mühselig, bis man durch den Zahleneingabedschungel am Telefon eine/n Mitarbeiter/In persönlich erreicht, aber wenn es dann klappt, treffe ich immer auf sehr empathische, freundliche, kompetente und hilfsbereite Menschen!",Persönliche Gespräche am Telefon sind nach wie vor wichtig ,5
2958,Ausführliche Klärung,Ausführliche Klärung,5
2959,"Sehr schwer möglich, jemanden zu erreichen. Überall nur ein Band, das einen nicht versteht oder wieder aus der Leitung wirft, sehr schlechter Kundenservice!",Schlechter Kundenservice,2
2960,Gut benutze ich seit Jahren,Gut gibts paar punkte die man besser machen kannZinsen: zu hoch!,4
2961,Nice increíble,Nice increíble,5
2962,"Ich war langjähriger Kunde, und würde dann einfach ohne Grund und Begründung gekündigt. Bitte spart euch den Ärger, das Konto auf eine neue Bank umzuziehen, weil die Sachbearbeiter nicht wissen was sie machen…",Ich war langjähriger Kunde,1
2963,Bin sehr zufrieden mit der Bank. Ich mag es sehr das man alles fix übers Handy machen kann. Top 👍🏻,Sehr zufrieden!,5
2964,Der Service ist ausbaufähig! Teilweise wartet man Tage auf die Antwort.,Der Service ist ausbaufähig,4
2965,"Die Bank ist nicht zu empfehlen! Völlig unfähiger Support, ich wollte am 19.4. eine für den 22.4. vorgemerkte Terminüberweisung stornieren, das ist laut dem Kundensupport aber nicht möglich. Der Hinweis ich solle mich da an den Empfänger wenden ist da wenig hilfreich für mich!Ebenso gibt es in der Banking App das Problem, dass bei den erhaltenen Zahlungen keine Info über die IBAN des Absenders ausgewiesen wird so ist es oft nicht möglich Zahlungen richtig zuzuordnen.Ich werde mal der BaFin melden was hier bei der ING Bank abgeht.Antwort auf die Rückmeldung der Bank:Das ist völliger Schwachsinn mit der Datenschutzbegründung, dass deswegen die IBAN nicht angezeigt wird! Bei anderen Geldinstituten wird diese nach wie vor angezeigt!Und die Überweisung war noch nicht ausgeführt worden, als ich am 19.4. mit dem Supportmitarbeiter telefonierte!",Die Bank ist nicht zu empfehlen,1
2966,Durch Betrug oder wie auch immer hatte ein Unternehmen in England Zugriff auf meine Visa-Karte! Zuerst wurde ein kleiner Betrag abgebucht und 1 Woche später ein grösserer Betrag! Online setzte ich mich mit DiBa in Verbindung und der Fall konnte ohne viel Aufwand Zug um Zug erledigt werden- zu meinen Gunsten in Form einer Rückgutschrift! So stelle ich mir eine Betreuung seitens einer Bank vor-vielen Dank und das Vertrauen ist gestärkt in diese Bank! Gruss Dieter Limbach aus Oberbayern! Immer wieder und vollste Zufriedenheit!,Immer wieder positive und schnelle Reaktion,5
2967,"Heute hatte ich telefonisch eine sehr gute Erklärung zu meiner Frage. Die Mitarbeiterin war sehr freundlich, emphatisch und kompetent. Leider hatte ich beim letzten Telefonat im Oktober/November mit einer anderen Mitarbeiterin eine sehr schlechte Erfahrung gemacht Sie war unfreundlich und patzig.",Sehr freundlich und kompetent ,5
2968,Ich bin Neukundin bei IngDiba und habe bisher nur gute Erfahrungen gemacht. ,Neukundin,5
2969,"Hier weiß man, wie Online-Banking funktioniert! Klappt einfach alles!",Bestes Konto bislang,5
2970,"Ich bin auf einen chinesischen Onlinehandler reingefallen, der minderwertige Ware verkauft und später den Retourwunsch ignoriert: BlissBerlin. Leider habe ich die vielen negativen Bewertungen erst nach dem Kauf im www entdeckt. Ich habe die VISA-Überweisung beanstandet und ING DIBa hat diesen Betrag anstandslos ohne Rechtsanspruch erstattet. Dass ich so einfach mein Geld zurück erhalte, hätte ich nicht für möglich gehalten! Ich bin super zufrieden mit meiner Bank! ",Erstattung VISA-Überweisung,5
2971,"heutige kundenabwehrmauer wieder nicht übersprungen. angekündigte wartezeit ca. 5 minuten, nach 40 minuten habe ich es dann aufgegeben. ein richtig ekelhaft mieser kundenservice. hans off from ing.",heutige kundenabwehrmauer wieder nicht…,1
2972,Einfache Kontoeröffnung und benutzerfreundliche Bedienung der App.,Einfache Kontoeröffnung und…,4
2973,Die Einrichtung der verschiedenen Konten war sehr einfach. Überhaupt steht Benutzerfreundlichkeit hier absolut im Vordergrund. Alles ist intuitiv und schön übersichtlich! ,Intuitive Bedienung,5
2974,"Sehr übersichtlich, Einrichtung war etwas kompliziert. Man muss sich eben daran gewöhnen. Aber ich bin zufrieden. Die Sprachcomputer sind nervig!",Sehr übersichtlich,4
2975,Unkomplizierte Kontoeröffnung. Transparent zu jedem Zeitpunkt.,Unkomplizierte Kontoeröffnung,5
2976,Bin erst seit 4 Wochen mit einem Girokonto dabei. Habe die Bonusgutschrift auch schon erhalten.Die ING diba hält was sie verspricht ,Zuverlässig ,5
2977,"Sehr geehrte amen und Herren, am 17.04.2025 habe ich mit Ihrer Mitarbeiterin telefoniert, diese Damen ist ein Goldstück, Ihre Hilfsbereitschaft und Ihre unermüdliche Energie Dinge zu erklären ist Beispiellos.Sie haben mit Ihr eine ausgezeichnet, herzliche und unersetzliche Mitarbeiterin, dieses dürfen Sie auch gerne an Ihre Mitarbeiter weiterleiten, ich bitte sogar darum. Ich bedanke mich an diese Stelle nochmals für die tolle Unterstützung von Ihrer Mitarbeiterin !Mit freundlichen GrüßenMartina Gaul",Hilfsbereite Mitarbeiterin,5
2978,"Sehr gute Beratung, prompte Reaktion. Besser geht es nicht!",Sehr gute Beratung,5
2979,"Ich habe über die Seite  AUTOSTORIA24 eine Fahrzeughistorie erstellen lassen und per Visa-Karte bezahlt. Leider stellte sich das Ganze als Betrug heraus, und ich habe Anzeige bei der Polizei erstattet. Den Vorfall habe ich der ING gemeldet, die Anzeige hochgeladen – und innerhalb von 12 Stunden wurde mir der Betrag wieder auf mein Konto gutgeschrieben. Echt klasse, diese Bank!",Top-Service der ING nach Online-Betrug,5
2980,"Attraktive Zinsen gibt es leider nur für Neukunden. Als Bestandskunde werde ich also mein Extra-Konto löschen, da die Bank kein Interesse an mir hat.So freundlich die Kundenberater auch sind, die Sprachcomputer sind eine Zumutung",Neukunde Top - Bestandskunde Flop,1
2981,"Ich bin seit vielen Jahren Kunde bei der ING und war lange Zeit auch sehr zufrieden, sodass auch meine Frau ihr Konto zur ING umzog, wir die Konten unserer Kinder, ein Gemeinschaftskonto und Depots dort eröffneten. Über die mehrmalige Erhöhung von Gebühren (z.B. erst kostenfreie Girokarte, dann 1€/Monat, nun 1,50€/Monat) und sonstiger kleinerer Probleme, wie dass in der Geldautomatensuche immer wieder Geldautomaten angezeigt werden, die es entweder nicht mehr gibt oder bei denen man als ING Kunde kein Geld abgehebn kann, haben wir aufgrund der sonstigen Zufriedenheit hinweggesehen. Nun wurde uns vor kurzem das Gemeinschaftskonto gekündigt. Warum? Keine Auskunft. Naja, das haben wir dann zu einer anderen Bank verlagert. Der absolute Hammer aber: Mit Auslauf des Gemeinschaftskontos wurden mir auch die Zugänge zu sämtlichen anderen Konten, inkl. Depot und Konten der Kinder gesperrt. Warum? Muss von der ""Fachabteilung"" geprüft werden. Wie lange das dauert? Kann man nicht sagen, kann auch mehrere Tage dauern. Inzwischen sind wir bei einer Woche, während derer ich keinen Zugriff auf meine Konten habe, keine Überweisungen tätigen kann, nicht sehen kann wie viel Guthaben ich besitze oder Orders auf dem Depot tätigen kann. Die Kundenhotline ist zwar freundlich (ich rufe jeden Tag an), wirklich helfen kann sie aber nicht. Man wird immer vertröstet, man müsse abwarten und die Fachabteilung bearbeitet das dann. Dass ich keinen Zugriff auf mein komplettes Geld habe interessiert nicht und an einer schnellen Lösung scheint man nicht interessiert. Ich werde mir auf jeden Fall eine neue Bank suchen, das Vertrauen in die ING ist dahin! Man sollte mal deren Geld einfach einbehalten. ",Leider immer schlechtere Erfahrungen,1
2982,"Ich möchte hier ein ausdrückliches Lob für Ihre MA Andrea T. hinterlassen.Nach mehreren Versuchen meine Kontosperre wegen eines betrügerischen Hacks aufzuheben, habe ich endlich eine extrem geduldige und überaus freundliche MA am Telefon erreicht,die mir ermöglicht hat,meine Kontosperre aufzuheben.Insgesamt war es aber vorher ein sehr mühsamer Prozess, bei der die erforderliche Vorgehensweise vollkommen unverständlich war und dauernd Fehlermeldungen angezeigt hat.Da sollten Sie nochmal Ihre Prozesse überprüfen.",Ich möchte hier ein ausdrückliches Lob…,5
2983,"5 Sterne aufgrund der sehr netten und hilfsbereiten Mitarbeiterin, die sich Zeit genommen hat und mir super weiter geholfen hat. Leider ist der Prozess durch den automatischen Assistenten zu gehen sehr langwierig und umständlich. ",Super kompetente und nette Hilfe,5
2984,"Persönlicher Kontakt und der Verweis auf das Video, per Mail",Persönlicher Kontakt und der Verweis…,4
2985,"Die Umstellung auf ING photoTAN Generatur (besitze kein smartphone) ist nicht einfach; irgendwann bin ich überhaupt nicht mehr ins System gekommen (keine Auszüge, usw). Letztendlich habe ich mit einiger Mühe und Sucherei doch noch einen beratenden Menschen am Telefon erreicht, der mir geduldig und verständlich geholfen hat. - Danke !",Die Umstellung auf ING photoTAN…,4
2986,"Wegen steigender Unzufriedenheit mit meiner alten Hausbank (schlechter Service, mails wurden nicht beantwortet etc) habe ich eine neue Bank für Girokonto, Tagesgeld und evtl. Depot gesucht. Das Tagesgeldangebot (3% für 4 Monate) hatte mich überzeugt und ich habe zunächst ein Tagesgeld, das bei der ING ""Extrakonto"" heißt, eröffnet. Die Eröffnung verlief völlig reibungslos innerhalb von nur 2 Tagen. Kurze Zeit später - nach erneutem Ärger mit meiner alten Bank, erfolgte dann auch die Eröffnung eines Girokontos. Auch diese verlief innerhalb weniger Tage reibungslos. Bedenken hatte ich hinsichtlich der Nutzung der ING-App: Als Ü-60er, der noch aus einer analogen Welt kommt, hatte ich Bedenken, mit der App und deren Installation und Einrichtung klar zu kommen. Aber ich wurde angenehm überrascht: Installation, Aktivierung und Einrichtung funktionierten völlig problemlos - ich wurde Schritt für Schritt durch den Prozess geleitet, mit klaren Ansagen, was ich als Nächstes tun soll. Also auch für jemanden, der nur wenig Erfahrungen mit Apps hat, sehr verständlich und leicht zu machen. Mittlerweile nutze ich fast nur noch die App, was ich mir nie hätte vorstellen können.An einer Stelle im Eröffnungsprozess gab es für mich eine Frage, die mir auch der KI-Assistent nicht beantworten konnte. Ein Anruf genügte und das Problem war gelöst. Ich musste auch nicht lange in der Warteschleife ausharren, recht schnell war eine freundliche Mitarbeiterin zu sprechen. Nur: Eine andere Musik in der Warteschleife wäre gut - die jetzige ist grauenhaft!!Alles in allem bin ich bis jetzt sehr zufrieden. Zum Schluss: Besonders gut gefällt mir das Log-in auf dem Computer über die beiden QR-Codes - kein Eintippen von Benutzernamen und PIN, sondern zwei Codes scannen und fertig.Ich denke, der Wechsel zur ING war richtig.",Schnell und einfach,5
2987,"Die Bank ist okay aber die wollen mittlerweile deinen Urlaub vermasseln und bei jedem Kauf 2,2 % auf alle Karten abziehen und bei Bargeld abheben fünf Euro abziehen. Das gilt natürlich für die EU auch, Ich glaube ich wechsle.","Nicht für Urlaube, geeignet…",2
2988,"Wir haben versucht ein Gemeinschaftskonto zu eröffnen und sind für den Postident zur Postfiliale gegangen. Als nach 2 Monaten immernoch nichts von der ING kam, haben wir es noch einmal versucht und haben uns online identifiziert, leider wieder ohne Erfolg.Jetzt sind schon über 5 Monate vorbei ohne Rückmeldung....Jemanden erreicht haben wir auch nicht, egal wie oft wir es versucht haben.",Wir haben versucht ein…,1
2989,Nach dem Wegfall der Telebanking - Pinist der Telefonsupport gefühlt noch wichtiger geworden .Leider sind die DienstleisterInnenund auch die Kunden häufig SCHWER  ÜBERFORDERT  ( ! ! ! )( Nicht jeder hat Informatik studiert ! )Heute hat mir aber eine   FRAU L. T. wirklich freundlich und geduldig bei meinen Anliegen weitergeholfen .Sonst hätte ich nur 1 Stern vergeben .,Telefon-Support sehr unterschiedlich ,3
2990,Ich war vorher bei einer anderen Bank und sehr unzufrieden. Seit dem Wechsel zu Ing vollkommen zufrieden.,Ich war vorher bei einer anderen Bank…,5
2991,Super Service. Sehr zuvorkommender Mitarbeiter der bei allen Fragen eine Antwort weiß. So stellt man sich eine gute Bank vor. ,Super Service,5
2992,"Alles bestens! Welch Unterschied zur ""Vorgängerin""; der Wechsel hat sich gelohnt: einfach und schnell.",Alles bestens!,5
2993,Absolute Katastrophe die Bank wird jedes Jahr schlimmer. Katzenzahlungen werden abgelehnt oder müssen doppelt eingegeben werden damit es funktioniert. Dann werden über eine Woche die Zahlungen doppelt vorgemerkt abgebucht obwohl nur eine Buchung erfolgen soll das System erkennt gar nichts und bucht Zahlung zurück. Horror Gebühren bei Wertpapierdienstleistungen und monatliche Gebühren von 5-10 Euro auch nicht mehr Zeitgemäß. Am schlimmsten ist die Service Hotline hier wird versucht den Kunden Best möglichst Abzuwimmeln und es ihm so schwer wie möglich zu machen an einen Kundendienst Mitarbeiter verbunden zu werden es werden 10 Fragen sowie Verifizierung per Telebanking Pin sowie Handy SMS gefordert.Kann ich nicht empfehlen lieber woanders hin gehen. ,"Gebühren zu hoch, Zahlungen schlagen Fehl, Schlechter Support ",1
2994,"Ich bin seit gut zwei Wochen Kunde der ING Deutschland.Die Eröffnung eines Girokontos, zweier Extra-Konten (Tagesgeldkonten) und eines Depots war einfach und ging sehr schnell. Das Girokonto war am Tag des Antrages bereits verfügbar.Die App ist einfach zu bedienen, bietet viele Einstellungsmöglichkeiten und ist auch optisch gelungen.Nach einigen Tagen wird man aber bei jedem Öffnen und jedem Aktualisieren der App mit Werbung bzw. Produktinformationen bedrängen. Dies zerstört die User Experience leider für mich komplett. Eine kurze Internetrecherche ergab, dass viele Kunden von der Werbung genervt sind. Über das Kontaktformular bat ich um die Einrichtung einer Werbesperre. Die Anfrage wurde nach ca. vier Stunden bearbeitet und ich erhielt die Antwort, dass die Werbesperre eingerichtet wurde. Top, aber schade, dass dieser Schritt nötig ist und es keine Einstellungsmöglichkeit direkt in der App dafür gibt.","Super, aber nur mit Werbesperre",4
2995,"Tolle Bank mit zielgerichteter App, kein großartiger Schnickschnack der einem ins Gesicht geworfen wird, bevor man zu seinen Umsätzen oder seinem Depot kommt. Dispo & Kredite auch sehr easy zu beantragen/nutzen. Echtzeitüberweisungen gibt's allerdings noch nicht für jeden Kunden oder jedes Konto, das ist schade.",ING!,5
2996,"Unseriös. ACHTUNGDie ING behält, trotz Aufforderung das Extra-Tagesgeldkonto zu löschen, dies einfach bei um weiter an den Zinsen zu verdienen. Dies ist nun schon 1 Woche her seit meiner Mitteilung an die ING per Email & auch per Einschreiben Einwurf. Nie wieder",Unseriös,1
2997,Sehr nette und ruhige Beraterin,Walther,5
2998,"Ich bin seit einigen Jahren Kundin bei der ING und sehr zufrieden! Es ist toll, wie übersichtlich und intuitiv die Anwendungen sind, regelmäßig gibt es Verbesserungen. Ich brauche so gut wie nie die Hotline anrufen, da alles selbsterklärend ist. Selbst vergessene PIN ist kein Problem. Online-Depot ist ebenfalls sehr empfehlenswert. Für alle, die ihr Banking gern vom Handy aus machen eine TOP Empfehlung!",Top Online-Bank,5
2999,"Die Kontoeröffnung war problemlos,auch der Service Bereich, wie zum Beispiel Freistellungsaufträge usw. sind gut zu händeln.Also bis jetzt alles super.!!",Bewertung nach drei Monaten ,5
3000,"Bei der ING funktionieren die Prozesse, ich konnte alles online regeln und einstellen Es war eine top Finanzierung, gerne zukünftig wieder ",Bei der ING funktionieren die Prozesse,5
